worker_id,paid,task_name,batch_name,unit_id,try_current,action,time_submit,time_submit_parsed,questionnaire_index,questionnaire_position,questionnaire_allow_back,questionnaire_type,questionnaire_time_elapsed,questionnaire_accesses,question_attribute_dropped,question_attribute_index,question_attribute_indexFull,question_attribute_name,question_attribute_type,question_attribute_nameFull,question_attribute_text,question_attribute_required,question_answers_values,question_answers_labels,question_answer_value,question_answer_text
ISGHMQO0AXKFXS,True,task1,batch1,unit_3,1,Next,"Wed, 17 Jan 2024 15:24:29 GMT",2024-01-17 15:24:29 00:00,1.0,start,True,standard,3.23,1.0,False,0.0,1,Check,mcq,Check,"Which of these is one of the most famous game series developed by Nintendo, where the main character has a red hat and a mustache?",True,0:::1:::2:::3,Halo:::Super Mario:::Call Of Duty:::Grand Theft Auto,1,Super Mario
IZ2TQI5OCUGD1N,True,task1,batch1,unit_14,1,Next,"Thu, 18 Jan 2024 14:15:12 GMT",2024-01-18 14:15:12 00:00,0.0,start,True,standard,44.71,1.0,False,0.0,1,Age,mcq,Age,What is your age? Please select the corresponding range.,True,0:::1:::2:::3:::4:::5,Under 18:::18-24:::25-34:::35-44:::45-54:::Over 54,1,18-24
IZ2TQI5OCUGD1N,True,task1,batch1,unit_14,1,Next,"Thu, 18 Jan 2024 14:15:12 GMT",2024-01-18 14:15:12 00:00,0.0,start,True,standard,44.71,1.0,False,1.0,2,Gender,mcq,Gender,What is your gender? Please select the corresponding answer.,True,0:::1:::2,Male:::Female:::Prefer not to say,0,Male
IZ2TQI5OCUGD1N,True,task1,batch1,unit_14,1,Next,"Thu, 18 Jan 2024 14:15:12 GMT",2024-01-18 14:15:12 00:00,0.0,start,True,standard,44.71,1.0,False,2.0,3,Gaming Frequency,mcq,Gaming Frequency,How often do you play video games?,True,0:::1:::2:::3:::4,Every day:::A few times a week:::Once a month:::Rarely:::Never,0,Every day
IZ2TQI5OCUGD1N,True,task1,batch1,unit_14,1,Next,"Thu, 18 Jan 2024 14:15:12 GMT",2024-01-18 14:15:12 00:00,0.0,start,True,standard,44.71,1.0,False,3.0,4,Reliance on Reviews,mcq,Reliance on Reviews,How likely are you to write reviews for products purchased online?,True,0:::1:::2:::3:::4,Always (for almost all products):::Often (for 80% of products):::Occasionally (for 50% of products):::Rarely (for 20% of products):::Never (I'm not interested in writing reviews),3,Rarely (for 20% of products)
IZ2TQI5OCUGD1N,True,task1,batch1,unit_14,1,Next,"Thu, 18 Jan 2024 14:15:12 GMT",2024-01-18 14:15:12 00:00,0.0,start,True,standard,44.71,1.0,False,4.0,5,Trust in Reviews,mcq,Trust in Reviews,How inclined are you to base the purchase of an online product on others' reviews?,True,0:::1:::2:::3:::4,"Very inclined (yes, I decisively base my choices):::Quite inclined (yes, they influence my purchase decision):::Moderately inclined (yes, I consider them but not only):::Not very inclined (no, I consider other factors):::Not at all inclined (no, they do not influence my purchase)",0,"Very inclined (yes, I decisively base my choices)"
IZ2TQI5OCUGD1N,True,task1,batch1,unit_14,1,Next,"Thu, 18 Jan 2024 14:15:22 GMT",2024-01-18 14:15:22 00:00,1.0,start,True,standard,10.28,1.0,False,0.0,1,Check,mcq,Check,"Which of these is one of the most famous game series developed by Nintendo, where the main character has a red hat and a mustache?",True,0:::1:::2:::3,Halo:::Super Mario:::Call Of Duty:::Grand Theft Auto,1,Super Mario
JLVBHXOL0E65XT,True,task1,batch1,unit_4,1,Next,"Tue, 16 Jan 2024 15:01:08 GMT",2024-01-16 15:01:08 00:00,0.0,start,True,standard,52.32,1.0,False,0.0,1,Age,mcq,Age,What is your age? Please select the corresponding range.,True,0:::1:::2:::3:::4:::5,Under 18:::18-24:::25-34:::35-44:::45-54:::Over 54,1,18-24
JLVBHXOL0E65XT,True,task1,batch1,unit_4,1,Next,"Tue, 16 Jan 2024 15:01:08 GMT",2024-01-16 15:01:08 00:00,0.0,start,True,standard,52.32,1.0,False,1.0,2,Gender,mcq,Gender,What is your gender? Please select the corresponding answer.,True,0:::1:::2,Male:::Female:::Prefer not to say,0,Male
JLVBHXOL0E65XT,True,task1,batch1,unit_4,1,Next,"Tue, 16 Jan 2024 15:01:08 GMT",2024-01-16 15:01:08 00:00,0.0,start,True,standard,52.32,1.0,False,2.0,3,Gaming Frequency,mcq,Gaming Frequency,How often do you play video games?,True,0:::1:::2:::3:::4,Every day:::A few times a week:::Once a month:::Rarely:::Never,1,A few times a week
JLVBHXOL0E65XT,True,task1,batch1,unit_4,1,Next,"Tue, 16 Jan 2024 15:01:08 GMT",2024-01-16 15:01:08 00:00,0.0,start,True,standard,52.32,1.0,False,3.0,4,Reliance on Reviews,mcq,Reliance on Reviews,How likely are you to write reviews for products purchased online?,True,0:::1:::2:::3:::4,Always (for almost all products):::Often (for 80% of products):::Occasionally (for 50% of products):::Rarely (for 20% of products):::Never (I'm not interested in writing reviews),3,Rarely (for 20% of products)
JLVBHXOL0E65XT,True,task1,batch1,unit_4,1,Next,"Tue, 16 Jan 2024 15:01:08 GMT",2024-01-16 15:01:08 00:00,0.0,start,True,standard,52.32,1.0,False,4.0,5,Trust in Reviews,mcq,Trust in Reviews,How inclined are you to base the purchase of an online product on others' reviews?,True,0:::1:::2:::3:::4,"Very inclined (yes, I decisively base my choices):::Quite inclined (yes, they influence my purchase decision):::Moderately inclined (yes, I consider them but not only):::Not very inclined (no, I consider other factors):::Not at all inclined (no, they do not influence my purchase)",3,"Not very inclined (no, I consider other factors)"
JLVBHXOL0E65XT,True,task1,batch1,unit_4,1,Next,"Tue, 16 Jan 2024 15:01:25 GMT",2024-01-16 15:01:25 00:00,1.0,start,True,standard,16.98,1.0,False,0.0,1,Check,mcq,Check,"Which of these is one of the most famous game series developed by Nintendo, where the main character has a red hat and a mustache?",True,0:::1:::2:::3,Halo:::Super Mario:::Call Of Duty:::Grand Theft Auto,1,Super Mario
KWJ2MEMELZHTD1,True,task1,batch1,unit_7,1,Next,"Tue, 16 Jan 2024 17:10:28 GMT",2024-01-16 17:10:28 00:00,0.0,start,True,standard,95.14,1.0,False,0.0,1,Age,mcq,Age,What is your age? Please select the corresponding range.,True,0:::1:::2:::3:::4:::5,Under 18:::18-24:::25-34:::35-44:::45-54:::Over 54,1,18-24
KWJ2MEMELZHTD1,True,task1,batch1,unit_7,1,Next,"Tue, 16 Jan 2024 17:10:28 GMT",2024-01-16 17:10:28 00:00,0.0,start,True,standard,95.14,1.0,False,1.0,2,Gender,mcq,Gender,What is your gender? Please select the corresponding answer.,True,0:::1:::2,Male:::Female:::Prefer not to say,0,Male
KWJ2MEMELZHTD1,True,task1,batch1,unit_7,1,Next,"Tue, 16 Jan 2024 17:10:28 GMT",2024-01-16 17:10:28 00:00,0.0,start,True,standard,95.14,1.0,False,2.0,3,Gaming Frequency,mcq,Gaming Frequency,How often do you play video games?,True,0:::1:::2:::3:::4,Every day:::A few times a week:::Once a month:::Rarely:::Never,3,Rarely
KWJ2MEMELZHTD1,True,task1,batch1,unit_7,1,Next,"Tue, 16 Jan 2024 17:10:28 GMT",2024-01-16 17:10:28 00:00,0.0,start,True,standard,95.14,1.0,False,3.0,4,Reliance on Reviews,mcq,Reliance on Reviews,How likely are you to write reviews for products purchased online?,True,0:::1:::2:::3:::4,Always (for almost all products):::Often (for 80% of products):::Occasionally (for 50% of products):::Rarely (for 20% of products):::Never (I'm not interested in writing reviews),1,Often (for 80% of products)
KWJ2MEMELZHTD1,True,task1,batch1,unit_7,1,Next,"Tue, 16 Jan 2024 17:10:28 GMT",2024-01-16 17:10:28 00:00,0.0,start,True,standard,95.14,1.0,False,4.0,5,Trust in Reviews,mcq,Trust in Reviews,How inclined are you to base the purchase of an online product on others' reviews?,True,0:::1:::2:::3:::4,"Very inclined (yes, I decisively base my choices):::Quite inclined (yes, they influence my purchase decision):::Moderately inclined (yes, I consider them but not only):::Not very inclined (no, I consider other factors):::Not at all inclined (no, they do not influence my purchase)",1,"Quite inclined (yes, they influence my purchase decision)"
KWJ2MEMELZHTD1,True,task1,batch1,unit_7,1,Next,"Tue, 16 Jan 2024 17:10:31 GMT",2024-01-16 17:10:31 00:00,1.0,start,True,standard,3.37,1.0,False,0.0,1,Check,mcq,Check,"Which of these is one of the most famous game series developed by Nintendo, where the main character has a red hat and a mustache?",True,0:::1:::2:::3,Halo:::Super Mario:::Call Of Duty:::Grand Theft Auto,1,Super Mario
L292E0RLKG4B7U,True,task1,batch1,unit_9,1,Next,"Tue, 16 Jan 2024 17:27:33 GMT",2024-01-16 17:27:33 00:00,0.0,start,True,standard,41.12,1.0,False,0.0,1,Age,mcq,Age,What is your age? Please select the corresponding range.,True,0:::1:::2:::3:::4:::5,Under 18:::18-24:::25-34:::35-44:::45-54:::Over 54,1,18-24
L292E0RLKG4B7U,True,task1,batch1,unit_9,1,Next,"Tue, 16 Jan 2024 17:27:33 GMT",2024-01-16 17:27:33 00:00,0.0,start,True,standard,41.12,1.0,False,1.0,2,Gender,mcq,Gender,What is your gender? Please select the corresponding answer.,True,0:::1:::2,Male:::Female:::Prefer not to say,0,Male
L292E0RLKG4B7U,True,task1,batch1,unit_9,1,Next,"Tue, 16 Jan 2024 17:27:33 GMT",2024-01-16 17:27:33 00:00,0.0,start,True,standard,41.12,1.0,False,2.0,3,Gaming Frequency,mcq,Gaming Frequency,How often do you play video games?,True,0:::1:::2:::3:::4,Every day:::A few times a week:::Once a month:::Rarely:::Never,1,A few times a week
L292E0RLKG4B7U,True,task1,batch1,unit_9,1,Next,"Tue, 16 Jan 2024 17:27:33 GMT",2024-01-16 17:27:33 00:00,0.0,start,True,standard,41.12,1.0,False,3.0,4,Reliance on Reviews,mcq,Reliance on Reviews,How likely are you to write reviews for products purchased online?,True,0:::1:::2:::3:::4,Always (for almost all products):::Often (for 80% of products):::Occasionally (for 50% of products):::Rarely (for 20% of products):::Never (I'm not interested in writing reviews),4,Never (I'm not interested in writing reviews)
L292E0RLKG4B7U,True,task1,batch1,unit_9,1,Next,"Tue, 16 Jan 2024 17:27:33 GMT",2024-01-16 17:27:33 00:00,0.0,start,True,standard,41.12,1.0,False,4.0,5,Trust in Reviews,mcq,Trust in Reviews,How inclined are you to base the purchase of an online product on others' reviews?,True,0:::1:::2:::3:::4,"Very inclined (yes, I decisively base my choices):::Quite inclined (yes, they influence my purchase decision):::Moderately inclined (yes, I consider them but not only):::Not very inclined (no, I consider other factors):::Not at all inclined (no, they do not influence my purchase)",0,"Very inclined (yes, I decisively base my choices)"
L292E0RLKG4B7U,True,task1,batch1,unit_9,1,Next,"Tue, 16 Jan 2024 17:27:42 GMT",2024-01-16 17:27:42 00:00,1.0,start,True,standard,9.5,1.0,False,0.0,1,Check,mcq,Check,"Which of these is one of the most famous game series developed by Nintendo, where the main character has a red hat and a mustache?",True,0:::1:::2:::3,Halo:::Super Mario:::Call Of Duty:::Grand Theft Auto,1,Super Mario
MXLX3Z0LDZTDTY,True,task1,batch1,unit_8,1,Next,"Tue, 16 Jan 2024 17:12:10 GMT",2024-01-16 17:12:10 00:00,0.0,start,True,standard,78.82,1.0,False,0.0,1,Age,mcq,Age,What is your age? Please select the corresponding range.,True,0:::1:::2:::3:::4:::5,Under 18:::18-24:::25-34:::35-44:::45-54:::Over 54,1,18-24
MXLX3Z0LDZTDTY,True,task1,batch1,unit_8,1,Next,"Tue, 16 Jan 2024 17:12:10 GMT",2024-01-16 17:12:10 00:00,0.0,start,True,standard,78.82,1.0,False,1.0,2,Gender,mcq,Gender,What is your gender? Please select the corresponding answer.,True,0:::1:::2,Male:::Female:::Prefer not to say,0,Male
MXLX3Z0LDZTDTY,True,task1,batch1,unit_8,1,Next,"Tue, 16 Jan 2024 17:12:10 GMT",2024-01-16 17:12:10 00:00,0.0,start,True,standard,78.82,1.0,False,2.0,3,Gaming Frequency,mcq,Gaming Frequency,How often do you play video games?,True,0:::1:::2:::3:::4,Every day:::A few times a week:::Once a month:::Rarely:::Never,1,A few times a week
MXLX3Z0LDZTDTY,True,task1,batch1,unit_8,1,Next,"Tue, 16 Jan 2024 17:12:10 GMT",2024-01-16 17:12:10 00:00,0.0,start,True,standard,78.82,1.0,False,3.0,4,Reliance on Reviews,mcq,Reliance on Reviews,How likely are you to write reviews for products purchased online?,True,0:::1:::2:::3:::4,Always (for almost all products):::Often (for 80% of products):::Occasionally (for 50% of products):::Rarely (for 20% of products):::Never (I'm not interested in writing reviews),4,Never (I'm not interested in writing reviews)
MXLX3Z0LDZTDTY,True,task1,batch1,unit_8,1,Next,"Tue, 16 Jan 2024 17:12:10 GMT",2024-01-16 17:12:10 00:00,0.0,start,True,standard,78.82,1.0,False,4.0,5,Trust in Reviews,mcq,Trust in Reviews,How inclined are you to base the purchase of an online product on others' reviews?,True,0:::1:::2:::3:::4,"Very inclined (yes, I decisively base my choices):::Quite inclined (yes, they influence my purchase decision):::Moderately inclined (yes, I consider them but not only):::Not very inclined (no, I consider other factors):::Not at all inclined (no, they do not influence my purchase)",1,"Quite inclined (yes, they influence my purchase decision)"
MXLX3Z0LDZTDTY,True,task1,batch1,unit_8,1,Next,"Tue, 16 Jan 2024 17:12:13 GMT",2024-01-16 17:12:13 00:00,1.0,start,True,standard,2.54,1.0,False,0.0,1,Check,mcq,Check,"Which of these is one of the most famous game series developed by Nintendo, where the main character has a red hat and a mustache?",True,0:::1:::2:::3,Halo:::Super Mario:::Call Of Duty:::Grand Theft Auto,1,Super Mario
OMLUXZWFN4LV8O,True,task1,batch1,unit_6,1,Next,"Tue, 16 Jan 2024 15:08:05 GMT",2024-01-16 15:08:05 00:00,0.0,start,True,standard,50.94,1.0,False,0.0,1,Age,mcq,Age,What is your age? Please select the corresponding range.,True,0:::1:::2:::3:::4:::5,Under 18:::18-24:::25-34:::35-44:::45-54:::Over 54,1,18-24
OMLUXZWFN4LV8O,True,task1,batch1,unit_6,1,Next,"Tue, 16 Jan 2024 15:08:05 GMT",2024-01-16 15:08:05 00:00,0.0,start,True,standard,50.94,1.0,False,1.0,2,Gender,mcq,Gender,What is your gender? Please select the corresponding answer.,True,0:::1:::2,Male:::Female:::Prefer not to say,0,Male
OMLUXZWFN4LV8O,True,task1,batch1,unit_6,1,Next,"Tue, 16 Jan 2024 15:08:05 GMT",2024-01-16 15:08:05 00:00,0.0,start,True,standard,50.94,1.0,False,2.0,3,Gaming Frequency,mcq,Gaming Frequency,How often do you play video games?,True,0:::1:::2:::3:::4,Every day:::A few times a week:::Once a month:::Rarely:::Never,1,A few times a week
OMLUXZWFN4LV8O,True,task1,batch1,unit_6,1,Next,"Tue, 16 Jan 2024 15:08:05 GMT",2024-01-16 15:08:05 00:00,0.0,start,True,standard,50.94,1.0,False,3.0,4,Reliance on Reviews,mcq,Reliance on Reviews,How likely are you to write reviews for products purchased online?,True,0:::1:::2:::3:::4,Always (for almost all products):::Often (for 80% of products):::Occasionally (for 50% of products):::Rarely (for 20% of products):::Never (I'm not interested in writing reviews),3,Rarely (for 20% of products)
OMLUXZWFN4LV8O,True,task1,batch1,unit_6,1,Next,"Tue, 16 Jan 2024 15:08:05 GMT",2024-01-16 15:08:05 00:00,0.0,start,True,standard,50.94,1.0,False,4.0,5,Trust in Reviews,mcq,Trust in Reviews,How inclined are you to base the purchase of an online product on others' reviews?,True,0:::1:::2:::3:::4,"Very inclined (yes, I decisively base my choices):::Quite inclined (yes, they influence my purchase decision):::Moderately inclined (yes, I consider them but not only):::Not very inclined (no, I consider other factors):::Not at all inclined (no, they do not influence my purchase)",2,"Moderately inclined (yes, I consider them but not only)"
OMLUXZWFN4LV8O,True,task1,batch1,unit_6,1,Next,"Tue, 16 Jan 2024 15:08:13 GMT",2024-01-16 15:08:13 00:00,1.0,start,True,standard,7.86,1.0,False,0.0,1,Check,mcq,Check,"Which of these is one of the most famous game series developed by Nintendo, where the main character has a red hat and a mustache?",True,0:::1:::2:::3,Halo:::Super Mario:::Call Of Duty:::Grand Theft Auto,1,Super Mario
T4MEORG9STZITP,True,task1,batch1,unit_10,1,Next,"Tue, 16 Jan 2024 18:13:05 GMT",2024-01-16 18:13:05 00:00,0.0,start,True,standard,38.48,1.0,False,0.0,1,Age,mcq,Age,What is your age? Please select the corresponding range.,True,0:::1:::2:::3:::4:::5,Under 18:::18-24:::25-34:::35-44:::45-54:::Over 54,1,18-24
T4MEORG9STZITP,True,task1,batch1,unit_10,1,Next,"Tue, 16 Jan 2024 18:13:05 GMT",2024-01-16 18:13:05 00:00,0.0,start,True,standard,38.48,1.0,False,1.0,2,Gender,mcq,Gender,What is your gender? Please select the corresponding answer.,True,0:::1:::2,Male:::Female:::Prefer not to say,1,Female
T4MEORG9STZITP,True,task1,batch1,unit_10,1,Next,"Tue, 16 Jan 2024 18:13:05 GMT",2024-01-16 18:13:05 00:00,0.0,start,True,standard,38.48,1.0,False,2.0,3,Gaming Frequency,mcq,Gaming Frequency,How often do you play video games?,True,0:::1:::2:::3:::4,Every day:::A few times a week:::Once a month:::Rarely:::Never,4,Never
T4MEORG9STZITP,True,task1,batch1,unit_10,1,Next,"Tue, 16 Jan 2024 18:13:05 GMT",2024-01-16 18:13:05 00:00,0.0,start,True,standard,38.48,1.0,False,3.0,4,Reliance on Reviews,mcq,Reliance on Reviews,How likely are you to write reviews for products purchased online?,True,0:::1:::2:::3:::4,Always (for almost all products):::Often (for 80% of products):::Occasionally (for 50% of products):::Rarely (for 20% of products):::Never (I'm not interested in writing reviews),3,Rarely (for 20% of products)
T4MEORG9STZITP,True,task1,batch1,unit_10,1,Next,"Tue, 16 Jan 2024 18:13:05 GMT",2024-01-16 18:13:05 00:00,0.0,start,True,standard,38.48,1.0,False,4.0,5,Trust in Reviews,mcq,Trust in Reviews,How inclined are you to base the purchase of an online product on others' reviews?,True,0:::1:::2:::3:::4,"Very inclined (yes, I decisively base my choices):::Quite inclined (yes, they influence my purchase decision):::Moderately inclined (yes, I consider them but not only):::Not very inclined (no, I consider other factors):::Not at all inclined (no, they do not influence my purchase)",1,"Quite inclined (yes, they influence my purchase decision)"
T4MEORG9STZITP,True,task1,batch1,unit_10,1,Next,"Tue, 16 Jan 2024 18:13:19 GMT",2024-01-16 18:13:19 00:00,1.0,start,True,standard,13.88,1.0,False,0.0,1,Check,mcq,Check,"Which of these is one of the most famous game series developed by Nintendo, where the main character has a red hat and a mustache?",True,0:::1:::2:::3,Halo:::Super Mario:::Call Of Duty:::Grand Theft Auto,1,Super Mario
